track_name,artist_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
sweet city woman,stampeders,0.696,0.736,7,-7.283,1,0.048,0.255,0.0,0.117,0.917,88.133,not_hot,52SCT6ImFklqEhH21lgErO,spotify:track:52SCT6ImFklqEhH21lgErO,https://api.spotify.com/v1/tracks/52SCT6ImFklqEhH21lgErO,https://api.spotify.com/v1/audio-analysis/52SCT6ImFklqEhH21lgErO,207427,4
if ever i would leave you,aretha franklin,0.251,0.202,7,-11.526,1,0.0322,0.884,4.64e-06,0.39,0.225,90.301,not_hot,6WISirSAs79wNXlex2bR1r,spotify:track:6WISirSAs79wNXlex2bR1r,https://api.spotify.com/v1/tracks/6WISirSAs79wNXlex2bR1r,https://api.spotify.com/v1/audio-analysis/6WISirSAs79wNXlex2bR1r,245960,3
the rain the park and other things,the cowsills,0.376,0.662,11,-8.771,1,0.0404,0.809,0.00131,0.683,0.691,131.582,not_hot,5Ozv6hQIj20iX3nFfJCe8E,spotify:track:5Ozv6hQIj20iX3nFfJCe8E,https://api.spotify.com/v1/tracks/5Ozv6hQIj20iX3nFfJCe8E,https://api.spotify.com/v1/audio-analysis/5Ozv6hQIj20iX3nFfJCe8E,184240,4
gangs in the street,loverboy,0.632,0.686,1,-6.932,1,0.0315,0.221,0.000306,0.124,0.556,108.33,not_hot,7fBriLorh3BZIXE1aDxTkh,spotify:track:7fBriLorh3BZIXE1aDxTkh,https://api.spotify.com/v1/tracks/7fBriLorh3BZIXE1aDxTkh,https://api.spotify.com/v1/audio-analysis/7fBriLorh3BZIXE1aDxTkh,274787,4
this kiss,faith hill,0.398,0.804,11,-5.559,1,0.0451,0.175,0.0,0.181,0.709,186.752,not_hot,5EYWGM3Ns3iYew8ws0FatB,spotify:track:5EYWGM3Ns3iYew8ws0FatB,https://api.spotify.com/v1/tracks/5EYWGM3Ns3iYew8ws0FatB,https://api.spotify.com/v1/audio-analysis/5EYWGM3Ns3iYew8ws0FatB,194307,4
reckless life,guns n' roses,0.431,0.909,10,-7.352,0,0.0827,5.94e-05,0.9,0.969,0.392,108.142,not_hot,0iLV9SuiXvAf7QI1LIHybg,spotify:track:0iLV9SuiXvAf7QI1LIHybg,https://api.spotify.com/v1/tracks/0iLV9SuiXvAf7QI1LIHybg,https://api.spotify.com/v1/audio-analysis/0iLV9SuiXvAf7QI1LIHybg,201613,4
pain and love,t. rex,0.588,0.629,0,-10.226,0,0.0318,0.0555,0.0,0.311,0.763,136.091,not_hot,5Qe7x9x8mfl2YcbYTP5yRM,spotify:track:5Qe7x9x8mfl2YcbYTP5yRM,https://api.spotify.com/v1/tracks/5Qe7x9x8mfl2YcbYTP5yRM,https://api.spotify.com/v1/audio-analysis/5Qe7x9x8mfl2YcbYTP5yRM,221440,4
brave new world,greta van fleet,0.341,0.848,7,-4.475,1,0.0371,0.0583,0.129,0.136,0.589,136.568,not_hot,0HwdiT4MVRzY0OALcjq0Oh,spotify:track:0HwdiT4MVRzY0OALcjq0Oh,https://api.spotify.com/v1/tracks/0HwdiT4MVRzY0OALcjq0Oh,https://api.spotify.com/v1/audio-analysis/0HwdiT4MVRzY0OALcjq0Oh,300880,4
i-76,g. love & special sauce,0.643,0.713,11,-6.716,0,0.215,0.138,0.0,0.565,0.492,103.942,not_hot,40c4Zo0r2HH9aKDgEsbsVA,spotify:track:40c4Zo0r2HH9aKDgEsbsVA,https://api.spotify.com/v1/tracks/40c4Zo0r2HH9aKDgEsbsVA,https://api.spotify.com/v1/audio-analysis/40c4Zo0r2HH9aKDgEsbsVA,225640,4
just out of reach (of my two open arms),patsy cline,0.553,0.123,10,-17.765,1,0.0323,0.753,0.0,0.155,0.54,87.847,not_hot,2VmffxY9mAdESaSElIHL4u,spotify:track:2VmffxY9mAdESaSElIHL4u,https://api.spotify.com/v1/tracks/2VmffxY9mAdESaSElIHL4u,https://api.spotify.com/v1/audio-analysis/2VmffxY9mAdESaSElIHL4u,149667,4
once upon a lifetime,alabama,0.531,0.227,1,-12.742,1,0.0303,0.622,3.3e-05,0.145,0.0979,129.89,not_hot,37QXgEatapXB6P9ICnxPyT,spotify:track:37QXgEatapXB6P9ICnxPyT,https://api.spotify.com/v1/tracks/37QXgEatapXB6P9ICnxPyT,https://api.spotify.com/v1/audio-analysis/37QXgEatapXB6P9ICnxPyT,253947,4
cherish the day,robert glasper experiment,0.602,0.604,5,-7.935,0,0.0381,0.288,0.000296,0.0571,0.373,90.982,not_hot,4ZMmUFcNgjBNiA377QCGeh,spotify:track:4ZMmUFcNgjBNiA377QCGeh,https://api.spotify.com/v1/tracks/4ZMmUFcNgjBNiA377QCGeh,https://api.spotify.com/v1/audio-analysis/4ZMmUFcNgjBNiA377QCGeh,351613,4
bust your windows,jazmine sullivan,0.683,0.664,5,-4.233,0,0.0332,0.538,0.0,0.0671,0.866,106.991,not_hot,56z2qI0gKcPthQF6l8AW3E,spotify:track:56z2qI0gKcPthQF6l8AW3E,https://api.spotify.com/v1/tracks/56z2qI0gKcPthQF6l8AW3E,https://api.spotify.com/v1/audio-analysis/56z2qI0gKcPthQF6l8AW3E,266307,4
the night,the animals,0.562,0.761,9,-10.881,0,0.0452,0.0291,7.57e-06,0.243,0.625,142.223,not_hot,4AeH1nSZaqRliKLqEohH9c,spotify:track:4AeH1nSZaqRliKLqEohH9c,https://api.spotify.com/v1/tracks/4AeH1nSZaqRliKLqEohH9c,https://api.spotify.com/v1/audio-analysis/4AeH1nSZaqRliKLqEohH9c,235507,4
this could be the one,bad company,0.475,0.58,9,-10.395,1,0.0291,0.018,1.86e-05,0.0587,0.419,169.983,not_hot,5xwosKJ1p4NP0Y1wKslyh2,spotify:track:5xwosKJ1p4NP0Y1wKslyh2,https://api.spotify.com/v1/tracks/5xwosKJ1p4NP0Y1wKslyh2,https://api.spotify.com/v1/audio-analysis/5xwosKJ1p4NP0Y1wKslyh2,317627,4
railroad track,third world,0.717,0.489,2,-13.472,1,0.0455,0.0738,1.88e-06,0.203,0.797,94.422,not_hot,1lT4GXV6M5JGcoBNqzWmF9,spotify:track:1lT4GXV6M5JGcoBNqzWmF9,https://api.spotify.com/v1/tracks/1lT4GXV6M5JGcoBNqzWmF9,https://api.spotify.com/v1/audio-analysis/1lT4GXV6M5JGcoBNqzWmF9,197800,4
return to me (ritorna-me),dean martin,0.267,0.205,2,-13.75,1,0.0348,0.966,0.00203,0.113,0.178,88.584,not_hot,6YAgmqaeo8Fm3pne8OJEBo,spotify:track:6YAgmqaeo8Fm3pne8OJEBo,https://api.spotify.com/v1/tracks/6YAgmqaeo8Fm3pne8OJEBo,https://api.spotify.com/v1/audio-analysis/6YAgmqaeo8Fm3pne8OJEBo,144800,4
lethargica,meshuggah,0.278,0.966,5,-6.293,1,0.0578,2.96e-05,0.929,0.436,0.0712,104.989,not_hot,4FvuNTv7dcQtoByEePExgW,spotify:track:4FvuNTv7dcQtoByEePExgW,https://api.spotify.com/v1/tracks/4FvuNTv7dcQtoByEePExgW,https://api.spotify.com/v1/audio-analysis/4FvuNTv7dcQtoByEePExgW,347187,3
in a week (feat. karen cowley),hozier,0.465,0.269,0,-12.14,1,0.0311,0.791,7.51e-06,0.139,0.184,131.391,not_hot,28jCwARf1gYfHtTHmJJNHQ,spotify:track:28jCwARf1gYfHtTHmJJNHQ,https://api.spotify.com/v1/tracks/28jCwARf1gYfHtTHmJJNHQ,https://api.spotify.com/v1/audio-analysis/28jCwARf1gYfHtTHmJJNHQ,318493,3
my heart's got a memory,eric church,0.677,0.898,7,-3.001,1,0.035,0.268,0.0,0.12,0.94,113.01,not_hot,5bFqjBl6XG8hXzY6ln4qFr,spotify:track:5bFqjBl6XG8hXzY6ln4qFr,https://api.spotify.com/v1/tracks/5bFqjBl6XG8hXzY6ln4qFr,https://api.spotify.com/v1/audio-analysis/5bFqjBl6XG8hXzY6ln4qFr,172320,4
the grouch,green day,0.41,0.994,9,-3.485,1,0.0815,0.00168,0.000157,0.308,0.597,169.755,not_hot,3N5wUrnulGRc9LLSz0rQFb,spotify:track:3N5wUrnulGRc9LLSz0rQFb,https://api.spotify.com/v1/tracks/3N5wUrnulGRc9LLSz0rQFb,https://api.spotify.com/v1/audio-analysis/3N5wUrnulGRc9LLSz0rQFb,132080,4
i couldn't keep from crying,marty robbins,0.666,0.197,5,-12.889,1,0.03,0.67,0.0,0.352,0.517,113.422,not_hot,0D79pApi1MC6lzbEX3nVYi,spotify:track:0D79pApi1MC6lzbEX3nVYi,https://api.spotify.com/v1/tracks/0D79pApi1MC6lzbEX3nVYi,https://api.spotify.com/v1/audio-analysis/0D79pApi1MC6lzbEX3nVYi,165667,4
no bullets spent,spoon,0.76,0.669,8,-4.785,1,0.0587,0.155,0.000867,0.0935,0.867,129.45,not_hot,4FQeCXqlUcXRVvOF8K19LD,spotify:track:4FQeCXqlUcXRVvOF8K19LD,https://api.spotify.com/v1/tracks/4FQeCXqlUcXRVvOF8K19LD,https://api.spotify.com/v1/audio-analysis/4FQeCXqlUcXRVvOF8K19LD,220701,4
love is all i had,phyllis dillon,0.676,0.464,11,-10.319,0,0.163,0.42,0.000308,0.115,0.779,79.837,not_hot,4HehYs3hePuq2Cki0FQstg,spotify:track:4HehYs3hePuq2Cki0FQstg,https://api.spotify.com/v1/tracks/4HehYs3hePuq2Cki0FQstg,https://api.spotify.com/v1/audio-analysis/4HehYs3hePuq2Cki0FQstg,167173,4
violence,blink-182,0.633,0.748,11,-7.775,1,0.0594,0.00114,3.57e-05,0.44,0.431,119.215,not_hot,6oRvk7PJW3PDKFZkEvJNkq,spotify:track:6oRvk7PJW3PDKFZkEvJNkq,https://api.spotify.com/v1/tracks/6oRvk7PJW3PDKFZkEvJNkq,https://api.spotify.com/v1/audio-analysis/6oRvk7PJW3PDKFZkEvJNkq,219540,4
here comes the night,ben e. king,0.622,0.387,7,-11.043,1,0.0276,0.23,0.0,0.144,0.564,101.708,not_hot,7rEq647bycgagy5iJfXHqO,spotify:track:7rEq647bycgagy5iJfXHqO,https://api.spotify.com/v1/tracks/7rEq647bycgagy5iJfXHqO,https://api.spotify.com/v1/audio-analysis/7rEq647bycgagy5iJfXHqO,149516,3
"i breathe in, i breathe out",chris cagle,0.518,0.478,7,-8.18,1,0.0233,0.184,0.0,0.202,0.22,93.05,not_hot,1Jsy4H3jKEwriFniuoC2gj,spotify:track:1Jsy4H3jKEwriFniuoC2gj,https://api.spotify.com/v1/tracks/1Jsy4H3jKEwriFniuoC2gj,https://api.spotify.com/v1/audio-analysis/1Jsy4H3jKEwriFniuoC2gj,244600,4
ever-changing woman,merle haggard,0.54,0.548,2,-13.217,1,0.036,0.388,0.000196,0.19,0.738,175.982,not_hot,4lnkaMinjBYCr8e274AhUo,spotify:track:4lnkaMinjBYCr8e274AhUo,https://api.spotify.com/v1/tracks/4lnkaMinjBYCr8e274AhUo,https://api.spotify.com/v1/audio-analysis/4lnkaMinjBYCr8e274AhUo,147733,4
please don't go,kc & the sunshine band,0.482,0.615,6,-11.093,1,0.0398,0.00888,1.78e-06,0.0431,0.437,96.307,not_hot,6dw6BquK0Mv72p6HpusqKN,spotify:track:6dw6BquK0Mv72p6HpusqKN,https://api.spotify.com/v1/tracks/6dw6BquK0Mv72p6HpusqKN,https://api.spotify.com/v1/audio-analysis/6dw6BquK0Mv72p6HpusqKN,230533,4
"dammit, i changed again",the offspring,0.408,0.943,5,-4.995,0,0.045,3.37e-05,0.0214,0.118,0.659,174.453,not_hot,2wInvm8hrvonqyArYUIpvi,spotify:track:2wInvm8hrvonqyArYUIpvi,https://api.spotify.com/v1/tracks/2wInvm8hrvonqyArYUIpvi,https://api.spotify.com/v1/audio-analysis/2wInvm8hrvonqyArYUIpvi,168893,4
the sea and me,marty robbins,0.403,0.144,11,-15.434,0,0.0275,0.914,0.000348,0.235,0.187,80.108,not_hot,2ULTHiD7OiuOflr28SxUIT,spotify:track:2ULTHiD7OiuOflr28SxUIT,https://api.spotify.com/v1/tracks/2ULTHiD7OiuOflr28SxUIT,https://api.spotify.com/v1/audio-analysis/2ULTHiD7OiuOflr28SxUIT,186373,4
another song about the rain,cracker,0.427,0.501,7,-12.078,1,0.0308,0.0249,0.00154,0.129,0.285,132.05,not_hot,0embtBhRdAhJ53eoKv44Hl,spotify:track:0embtBhRdAhJ53eoKv44Hl,https://api.spotify.com/v1/tracks/0embtBhRdAhJ53eoKv44Hl,https://api.spotify.com/v1/audio-analysis/0embtBhRdAhJ53eoKv44Hl,350693,4
gypsy woman,anarbor,0.502,0.899,5,-3.054,0,0.0429,0.000933,0.0,0.0738,0.731,153.066,not_hot,1bWcPJJkxUijSo111CKjHv,spotify:track:1bWcPJJkxUijSo111CKjHv,https://api.spotify.com/v1/tracks/1bWcPJJkxUijSo111CKjHv,https://api.spotify.com/v1/audio-analysis/1bWcPJJkxUijSo111CKjHv,189227,4
fly,devin townsend project,0.377,0.296,7,-15.988,0,0.0327,0.778,0.974,0.093,0.0394,120.035,not_hot,1MX8zNYPBCeyKPJIOa0OXx,spotify:track:1MX8zNYPBCeyKPJIOa0OXx,https://api.spotify.com/v1/tracks/1MX8zNYPBCeyKPJIOa0OXx,https://api.spotify.com/v1/audio-analysis/1MX8zNYPBCeyKPJIOa0OXx,253947,4
learning,kane brown,0.694,0.511,7,-6.722,1,0.0294,0.506,0.0,0.0747,0.608,83.998,not_hot,4eGr7gXyHETJQ4pMcqzXgu,spotify:track:4eGr7gXyHETJQ4pMcqzXgu,https://api.spotify.com/v1/tracks/4eGr7gXyHETJQ4pMcqzXgu,https://api.spotify.com/v1/audio-analysis/4eGr7gXyHETJQ4pMcqzXgu,202107,4
love bites,judas priest,0.476,0.825,6,-6.936,1,0.0589,0.000175,0.0939,0.206,0.252,138.628,not_hot,36IWziKKiPQ65IU4cBQ5l2,spotify:track:36IWziKKiPQ65IU4cBQ5l2,https://api.spotify.com/v1/tracks/36IWziKKiPQ65IU4cBQ5l2,https://api.spotify.com/v1/audio-analysis/36IWziKKiPQ65IU4cBQ5l2,287733,4
so good,dispatch,0.531,0.437,1,-8.844,1,0.0488,0.19,2.14e-05,0.075,0.309,127.832,not_hot,6fUfWlmfWYMTQ0LWw20n5p,spotify:track:6fUfWlmfWYMTQ0LWw20n5p,https://api.spotify.com/v1/tracks/6fUfWlmfWYMTQ0LWw20n5p,https://api.spotify.com/v1/audio-analysis/6fUfWlmfWYMTQ0LWw20n5p,286386,4
it ain't right,current swell,0.569,0.875,7,-3.65,1,0.0374,0.00374,1.09e-06,0.125,0.452,130.031,not_hot,7GHLMZvDX2ZTG5KPvrthfB,spotify:track:7GHLMZvDX2ZTG5KPvrthfB,https://api.spotify.com/v1/tracks/7GHLMZvDX2ZTG5KPvrthfB,https://api.spotify.com/v1/audio-analysis/7GHLMZvDX2ZTG5KPvrthfB,215888,4
i don't wanna walk around with you,ramones,0.306,0.926,2,-1.488,1,0.156,0.0101,0.772,0.122,0.7,178.955,not_hot,1PjbjMEDnpGMDnyqoGCCfD,spotify:track:1PjbjMEDnpGMDnyqoGCCfD,https://api.spotify.com/v1/tracks/1PjbjMEDnpGMDnyqoGCCfD,https://api.spotify.com/v1/audio-analysis/1PjbjMEDnpGMDnyqoGCCfD,102813,4
scream,wookiefoot,0.722,0.77,10,-9.467,0,0.156,0.0747,0.000573,0.6,0.655,98.966,not_hot,0aOL0e2aKXQRL10DZu53hZ,spotify:track:0aOL0e2aKXQRL10DZu53hZ,https://api.spotify.com/v1/tracks/0aOL0e2aKXQRL10DZu53hZ,https://api.spotify.com/v1/audio-analysis/0aOL0e2aKXQRL10DZu53hZ,186040,4
you really got me,van halen,0.454,0.946,1,-5.978,0,0.13,0.0223,0.0,0.173,0.647,138.18,not_hot,0upLyFR8Rr52ZpMp5esQoq,spotify:track:0upLyFR8Rr52ZpMp5esQoq,https://api.spotify.com/v1/tracks/0upLyFR8Rr52ZpMp5esQoq,https://api.spotify.com/v1/audio-analysis/0upLyFR8Rr52ZpMp5esQoq,156147,4
you alone,connie francis,0.235,0.187,7,-11.231,1,0.0354,0.824,2.63e-05,0.16,0.178,136.872,not_hot,6AEA4ajXeitZ1mQ0nYi9lc,spotify:track:6AEA4ajXeitZ1mQ0nYi9lc,https://api.spotify.com/v1/tracks/6AEA4ajXeitZ1mQ0nYi9lc,https://api.spotify.com/v1/audio-analysis/6AEA4ajXeitZ1mQ0nYi9lc,178907,5
jailhouse rock,conway twitty,0.615,0.746,7,-8.556,0,0.0572,0.8,0.00304,0.137,0.768,93.17,not_hot,6rnhgZNaKSOONyLTnRbn32,spotify:track:6rnhgZNaKSOONyLTnRbn32,https://api.spotify.com/v1/tracks/6rnhgZNaKSOONyLTnRbn32,https://api.spotify.com/v1/audio-analysis/6rnhgZNaKSOONyLTnRbn32,137400,4
out of hand,gary stewart,0.696,0.449,7,-10.481,1,0.0292,0.555,0.0,0.28,0.689,111.688,not_hot,58e5NT8x76aW7vfg2HxIpi,spotify:track:58e5NT8x76aW7vfg2HxIpi,https://api.spotify.com/v1/tracks/58e5NT8x76aW7vfg2HxIpi,https://api.spotify.com/v1/audio-analysis/58e5NT8x76aW7vfg2HxIpi,181280,4
i go to sleep,cher,0.355,0.226,10,-17.02,1,0.0342,0.714,0.0,0.0886,0.18,169.913,not_hot,4vY4WO92OMFnGitiFwuaGV,spotify:track:4vY4WO92OMFnGitiFwuaGV,https://api.spotify.com/v1/tracks/4vY4WO92OMFnGitiFwuaGV,https://api.spotify.com/v1/audio-analysis/4vY4WO92OMFnGitiFwuaGV,150333,3
he was really sayin' somethin',the marvelettes,0.76,0.647,0,-10.177,1,0.0342,0.275,0.000106,0.0838,0.939,128.446,not_hot,5y7Y4yClu323Rp1xDmlaKG,spotify:track:5y7Y4yClu323Rp1xDmlaKG,https://api.spotify.com/v1/tracks/5y7Y4yClu323Rp1xDmlaKG,https://api.spotify.com/v1/audio-analysis/5y7Y4yClu323Rp1xDmlaKG,153827,4
diamonds in the rough,dead moon,0.323,0.715,9,-6.722,1,0.0451,0.00146,0.565,0.0895,0.71,174.787,not_hot,2g0SftYdRnQVZw8qEdC0Ut,spotify:track:2g0SftYdRnQVZw8qEdC0Ut,https://api.spotify.com/v1/tracks/2g0SftYdRnQVZw8qEdC0Ut,https://api.spotify.com/v1/audio-analysis/2g0SftYdRnQVZw8qEdC0Ut,220253,4
everyday (i have the blues),the marshall tucker band,0.348,0.855,0,-4.746,1,0.0745,0.645,0.492,0.704,0.431,95.815,not_hot,2bCXf8oT1aY9ZzYVUq1lfa,spotify:track:2bCXf8oT1aY9ZzYVUq1lfa,https://api.spotify.com/v1/tracks/2bCXf8oT1aY9ZzYVUq1lfa,https://api.spotify.com/v1/audio-analysis/2bCXf8oT1aY9ZzYVUq1lfa,753373,4
rumours,gentleman,0.669,0.746,1,-5.383,1,0.116,0.14,0.0,0.0454,0.759,107.319,not_hot,0ab3tfZ8m0xMM0nlHbUjPA,spotify:track:0ab3tfZ8m0xMM0nlHbUjPA,https://api.spotify.com/v1/tracks/0ab3tfZ8m0xMM0nlHbUjPA,https://api.spotify.com/v1/audio-analysis/0ab3tfZ8m0xMM0nlHbUjPA,201440,4
the only way (hymn),"emerson, lake & palmer",0.17,0.177,5,-18.654,1,0.0393,0.899,0.0485,0.47,0.182,78.287,not_hot,2vx7wbEhGSPWyIAdVEelM3,spotify:track:2vx7wbEhGSPWyIAdVEelM3,https://api.spotify.com/v1/tracks/2vx7wbEhGSPWyIAdVEelM3,https://api.spotify.com/v1/audio-analysis/2vx7wbEhGSPWyIAdVEelM3,226613,4
bouquet of roses,marty robbins,0.637,0.343,4,-8.616,1,0.0281,0.682,0.0,0.0877,0.697,131.099,not_hot,5gP2zhFr4jaaL1iupA6mDs,spotify:track:5gP2zhFr4jaaL1iupA6mDs,https://api.spotify.com/v1/tracks/5gP2zhFr4jaaL1iupA6mDs,https://api.spotify.com/v1/audio-analysis/5gP2zhFr4jaaL1iupA6mDs,138107,4
sitting still,r.e.m.,0.479,0.746,4,-13.295,1,0.0615,0.00104,0.00288,0.0821,0.962,154.243,not_hot,2PwXk4HTk63MaP8oaAUt7F,spotify:track:2PwXk4HTk63MaP8oaAUt7F,https://api.spotify.com/v1/tracks/2PwXk4HTk63MaP8oaAUt7F,https://api.spotify.com/v1/audio-analysis/2PwXk4HTk63MaP8oaAUt7F,198627,4
winter weather (feat. peggy lee),benny goodman,0.733,0.322,8,-13.577,1,0.0605,0.952,0.0237,0.288,0.889,153.435,not_hot,6uzEKJ8Trsm9yYvbuKu8JH,spotify:track:6uzEKJ8Trsm9yYvbuKu8JH,https://api.spotify.com/v1/tracks/6uzEKJ8Trsm9yYvbuKu8JH,https://api.spotify.com/v1/audio-analysis/6uzEKJ8Trsm9yYvbuKu8JH,179533,4
"ready, aim, fire",pablo moses,0.804,0.531,1,-6.467,1,0.0926,0.0241,0.13,0.361,0.768,141.263,not_hot,2Rpx7Bc6S9zzcghYlI7ZR9,spotify:track:2Rpx7Bc6S9zzcghYlI7ZR9,https://api.spotify.com/v1/tracks/2Rpx7Bc6S9zzcghYlI7ZR9,https://api.spotify.com/v1/audio-analysis/2Rpx7Bc6S9zzcghYlI7ZR9,272093,4
painkiller,judas priest,0.435,0.987,1,-4.667,0,0.16,0.000195,0.0847,0.268,0.101,103.16,not_hot,0L7zm6afBEtrNKo6C6Gj08,spotify:track:0L7zm6afBEtrNKo6C6Gj08,https://api.spotify.com/v1/tracks/0L7zm6afBEtrNKo6C6Gj08,https://api.spotify.com/v1/audio-analysis/0L7zm6afBEtrNKo6C6Gj08,365827,4
rags and bones,the band,0.645,0.637,6,-7.933,0,0.0319,0.656,2.19e-05,0.271,0.815,113.02,not_hot,4wqotHffqphGPqkFtJSQ5o,spotify:track:4wqotHffqphGPqkFtJSQ5o,https://api.spotify.com/v1/tracks/4wqotHffqphGPqkFtJSQ5o,https://api.spotify.com/v1/audio-analysis/4wqotHffqphGPqkFtJSQ5o,285640,4
slavery days,burning spear,0.721,0.446,10,-9.426,1,0.0895,0.0374,0.000124,0.0752,0.811,142.611,not_hot,2xYUmiqMOw2deOABJ1f67h,spotify:track:2xYUmiqMOw2deOABJ1f67h,https://api.spotify.com/v1/tracks/2xYUmiqMOw2deOABJ1f67h,https://api.spotify.com/v1/audio-analysis/2xYUmiqMOw2deOABJ1f67h,213800,4
the fall,half•alive,0.656,0.741,0,-6.135,1,0.0505,0.0307,0.000147,0.0709,0.549,82.988,not_hot,2VgQLPaAPaJRIXeL0FIW2q,spotify:track:2VgQLPaAPaJRIXeL0FIW2q,https://api.spotify.com/v1/tracks/2VgQLPaAPaJRIXeL0FIW2q,https://api.spotify.com/v1/audio-analysis/2VgQLPaAPaJRIXeL0FIW2q,186946,4
starting tonight,alabama,0.679,0.305,7,-14.326,1,0.0346,0.2,0.000117,0.0697,0.277,107.323,not_hot,2IiGwwqqZE20TY1UjoEaXk,spotify:track:2IiGwwqqZE20TY1UjoEaXk,https://api.spotify.com/v1/tracks/2IiGwwqqZE20TY1UjoEaXk,https://api.spotify.com/v1/audio-analysis/2IiGwwqqZE20TY1UjoEaXk,194573,4
bulldog front,fugazi,0.375,0.668,9,-7.928,1,0.0467,0.0031,0.00229,0.442,0.394,135.181,not_hot,1AfeuOqJYIlRFduHI6uXLE,spotify:track:1AfeuOqJYIlRFduHI6uXLE,https://api.spotify.com/v1/tracks/1AfeuOqJYIlRFduHI6uXLE,https://api.spotify.com/v1/audio-analysis/1AfeuOqJYIlRFduHI6uXLE,173427,4
moonbeams,bent,0.598,0.657,0,-8.183,1,0.0329,0.212,0.042,0.288,0.586,130.026,not_hot,0FIRusUbd4gUsMGREpGge8,spotify:track:0FIRusUbd4gUsMGREpGge8,https://api.spotify.com/v1/tracks/0FIRusUbd4gUsMGREpGge8,https://api.spotify.com/v1/audio-analysis/0FIRusUbd4gUsMGREpGge8,164507,4
big in vegas,buck owens,0.377,0.42,2,-12.399,1,0.0272,0.509,0.0,0.314,0.658,178.901,not_hot,4UjWBUQS4w3fBIaDRqUUQf,spotify:track:4UjWBUQS4w3fBIaDRqUUQf,https://api.spotify.com/v1/tracks/4UjWBUQS4w3fBIaDRqUUQf,https://api.spotify.com/v1/audio-analysis/4UjWBUQS4w3fBIaDRqUUQf,186000,4
when i grow up (to be a man),the beach boys,0.411,0.5,8,-9.215,1,0.0362,0.496,0.0,0.111,0.833,147.359,not_hot,2ulPFs59dOCrd6JLkvNIJR,spotify:track:2ulPFs59dOCrd6JLkvNIJR,https://api.spotify.com/v1/tracks/2ulPFs59dOCrd6JLkvNIJR,https://api.spotify.com/v1/audio-analysis/2ulPFs59dOCrd6JLkvNIJR,125413,4
head on home,firefall,0.642,0.635,4,-10.817,0,0.03,0.122,0.144,0.276,0.769,133.874,not_hot,5Mmfm5u9fUTsbg6rAuIuz5,spotify:track:5Mmfm5u9fUTsbg6rAuIuz5,https://api.spotify.com/v1/tracks/5Mmfm5u9fUTsbg6rAuIuz5,https://api.spotify.com/v1/audio-analysis/5Mmfm5u9fUTsbg6rAuIuz5,242187,4
that's all i need,the cadillacs,0.436,0.471,3,-9.138,1,0.0581,0.823,1.83e-06,0.356,0.803,122.3,not_hot,1TI4nyCgfxXbnePjuYelh7,spotify:track:1TI4nyCgfxXbnePjuYelh7,https://api.spotify.com/v1/tracks/1TI4nyCgfxXbnePjuYelh7,https://api.spotify.com/v1/audio-analysis/1TI4nyCgfxXbnePjuYelh7,152960,3
the long race,bruce hornsby,0.661,0.777,9,-12.067,1,0.0526,0.151,8.15e-06,0.215,0.822,112.389,not_hot,7emkzBYuPK1MOJKRu9ZzIK,spotify:track:7emkzBYuPK1MOJKRu9ZzIK,https://api.spotify.com/v1/tracks/7emkzBYuPK1MOJKRu9ZzIK,https://api.spotify.com/v1/audio-analysis/7emkzBYuPK1MOJKRu9ZzIK,265213,4
black juju,alice cooper,0.538,0.452,11,-17.226,0,0.102,0.226,0.476,0.35,0.303,130.155,not_hot,3JBatYR56CT1X5G5SHBKvI,spotify:track:3JBatYR56CT1X5G5SHBKvI,https://api.spotify.com/v1/tracks/3JBatYR56CT1X5G5SHBKvI,https://api.spotify.com/v1/audio-analysis/3JBatYR56CT1X5G5SHBKvI,551667,4
oh love,green day,0.427,0.773,8,-4.222,1,0.115,0.00605,4.02e-06,0.0396,0.695,171.806,not_hot,1qIgyDoc2rwtq8w49jeWL8,spotify:track:1qIgyDoc2rwtq8w49jeWL8,https://api.spotify.com/v1/tracks/1qIgyDoc2rwtq8w49jeWL8,https://api.spotify.com/v1/audio-analysis/1qIgyDoc2rwtq8w49jeWL8,303293,4
talkin' loud,incognito,0.846,0.774,2,-11.075,0,0.0719,0.112,0.000797,0.051,0.904,116.843,not_hot,0XsOhxdLmCKFiM7T3MLjKj,spotify:track:0XsOhxdLmCKFiM7T3MLjKj,https://api.spotify.com/v1/tracks/0XsOhxdLmCKFiM7T3MLjKj,https://api.spotify.com/v1/audio-analysis/0XsOhxdLmCKFiM7T3MLjKj,207400,4
cotton candy land,elvis presley,0.724,0.116,4,-19.675,0,0.114,0.837,6.54e-05,0.0916,0.459,111.186,not_hot,2lAi4gevWJz7YlhUuRz9qp,spotify:track:2lAi4gevWJz7YlhUuRz9qp,https://api.spotify.com/v1/tracks/2lAi4gevWJz7YlhUuRz9qp,https://api.spotify.com/v1/audio-analysis/2lAi4gevWJz7YlhUuRz9qp,94853,4
